"Näytteen päivämäärä","Puhdistamo","Puhdistamon sijainti","Puhdistamon asiakasmäärä","Koronavirus-tulos näytteestä","Epävarmuus-tekijät","Virtaama","Normalisoitu RNA-lukumäärä DNA-standardilla","Normalisoitu RNA-lukumäärä RNA-standardilla"
"2022-12-05","Taskila","Oulu","200000","havaittu, yli määritysrajan","a b","43044","","96113"
"2022-12-05","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","b","59123","","185327"
"2022-12-05","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","57772","","427210"
"2022-12-05","Pått","Vaasa","69500","havaittu, yli määritysrajan","b","14136","","171578"
"2022-11-28","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","204897","","281710"
"2022-11-28","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","b","15645","","259439"
"2022-11-28","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","33634","","514733"
"2022-11-28","Koko maa","Koko maa","","","","","","344935"
"2022-11-28","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","b","15547","","418480"
"2022-11-28","Taskila","Oulu","200000","havaittu, yli määritysrajan","b","43989","","196728"
"2022-11-28","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","b","60233","","339091"
"2022-11-28","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","59673","","593943"
"2022-11-28","Pått","Vaasa","69500","havaittu, yli määritysrajan","b","14946","","142615"
"2022-11-21","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","b","98905","","267345"
"2022-11-21","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","213383","","185504"
"2022-11-21","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","b","16476","","222977"
"2022-11-21","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","b","35613","","279590"
"2022-11-21","Koko maa","Koko maa","","","","","","275447"
"2022-11-21","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","16079","","735537"
"2022-11-21","Toikansuo","Lappeenranta","63000","havaittu, yli määritysrajan","b","11914","","399259"
"2022-11-21","Taskila","Oulu","200000","havaittu, yli määritysrajan","b","44643","","250916"
"2022-11-21","Alheda","Pietarsaari","30500","havaittu, yli määritysrajan","b","6942","","157210"
"2022-11-21","Alakorkalo","Rovaniemi","55000","havaittu, yli määritysrajan","b","11932","","490008"
"2022-11-21","Seinäjoen keskuspuhdistamo","Seinäjoki","55000","havaittu, yli määritysrajan","b","16500","","80391"
"2022-11-21","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","b","63701","","253759"
"2022-11-21","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","64758","","431729"
"2022-11-21","Pått","Vaasa","69500","havaittu, yli määritysrajan","b","16271","","141373"
"2022-11-14","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","","69925","","293807"
"2022-11-14","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","244193","","133327"
"2022-11-14","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","","18562","","95496"
"2022-11-14","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","35989","","411776"
"2022-11-14","Koko maa","Koko maa","","","","","","377727"
"2022-11-14","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","18315","","305008"
"2022-11-14","Taskila","Oulu","200000","havaittu, yli määritysrajan","","45995","","93706"
"2022-11-14","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","","64943","","229265"
"2022-11-14","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","78063","","1630268"
"2022-11-14","Pått","Vaasa","69500","havaittu, yli määritysrajan","","19210","","127897"
"2022-11-07","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","","73407","306237","271685"
"2022-11-07","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","284107","471033","229598"
"2022-11-07","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","","15807","169837","86330"
"2022-11-07","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","33740","366716","362238"
"2022-11-07","Koko maa","Koko maa","","","","","434197","253691"
"2022-11-07","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","15693","740966","314509"
"2022-11-07","Taskila","Oulu","200000","havaittu, yli määritysrajan","","44827","327990","301206"
"2022-11-07","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","","63506","712896","329266"
"2022-11-07","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","70426","508936","235603"
"2022-11-07","Pått","Vaasa","69500","havaittu, yli määritysrajan","","18210","","89871"
"2022-10-31","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","","85593","818526","207693"
"2022-10-31","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","224884","351745","90003"
"2022-10-31","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","","15152","208077","53238"
"2022-10-31","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","34063","762170","193256"
"2022-10-31","Koko maa","Koko maa","","","","","564047","143580"
"2022-10-31","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","15531","621452","159904"
"2022-10-31","Taskila","Oulu","200000","havaittu, yli määritysrajan","","45249","861860","218718"
"2022-10-31","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","","61456","475728","121883"
"2022-10-31","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","68336","787980","199819"
"2022-10-31","Pått","Vaasa","69500","havaittu, yli määritysrajan","","16081","179929","45811"
"2022-10-24","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","b","79643","525017","225312"
"2022-10-24","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","206160","389470","147551"
"2022-10-24","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","","15212","402076","168858"
"2022-10-24","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","b","34272","603074","224533"
"2022-10-24","Koko maa","Koko maa","","","","","461197","186486"
"2022-10-24","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","b","18473","861872","363321"
"2022-10-24","Toikansuo","Lappeenranta","63000","havaittu, yli määritysrajan","b","10413","465474","208096"
"2022-10-24","Taskila","Oulu","200000","havaittu, yli määritysrajan","b","41436","313822","119439"
"2022-10-24","Alheda","Pietarsaari","30500","havaittu, yli määritysrajan","b","7078","95841","55162"
"2022-10-24","Alakorkalo","Rovaniemi","55000","havaittu, yli määritysrajan","","11240","1015274","542434"
"2022-10-24","Seinäjoen keskuspuhdistamo","Seinäjoki","55000","havaittu, yli määritysrajan","","15000","181061","95975"
"2022-10-24","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","b","63095","529358","203418"
"2022-10-24","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","69805","529787","222573"
"2022-10-24","Pått","Vaasa","69500","havaittu, yli määritysrajan","","16189","251812","97388"
"2022-10-17","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","","88482","1199417","279628"
"2022-10-17","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","288891","713363","90305"
"2022-10-17","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","b","16657","365927","85676"
"2022-10-17","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","36209","1792346","419495"
"2022-10-17","Koko maa","Koko maa","","","","","872456","178870"
"2022-10-17","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","13845","1224925","286097"
"2022-10-17","Taskila","Oulu","200000","havaittu, yli määritysrajan","","45755","257566","99622"
"2022-10-17","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","b","70760","1002393","231704"
"2022-10-17","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","b","86650","958199","221914"
"2022-10-17","Pått","Vaasa","69500","havaittu, yli määritysrajan","","24185","239800","55813"
"2022-10-10","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","b","78352","257422","390605"
"2022-10-10","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","203985","258978","192498"
"2022-10-10","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","b","15020","214245","177405"
"2022-10-10","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","b","32857","797199","502786"
"2022-10-10","Koko maa","Koko maa","","","","","331764","268563"
"2022-10-10","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","14347","516636","315948"
"2022-10-10","Taskila","Oulu","200000","havaittu, yli määritysrajan","b","46835","178355","143320"
"2022-10-10","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","","63743","470987","327445"
"2022-10-10","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","62668","429478","298882"
"2022-10-10","Pått","Vaasa","69500","havaittu, yli määritysrajan","","16519","157748","130726"
"2022-10-03","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","","80541","843489","164097"
"2022-10-03","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","202247","553710","115062"
"2022-10-03","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","","13438","245834","50084"
"2022-10-03","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","31940","1585441","1261744"
"2022-10-03","Koko maa","Koko maa","","","","","593305","182499"
"2022-10-03","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","13699","616265","132419"
"2022-10-03","Taskila","Oulu","200000","havaittu, yli määritysrajan","","40062","441223","92309"
"2022-10-03","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","","57805","162357","31998"
"2022-10-03","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","66027","451814","94331"
"2022-10-03","Pått","Vaasa","69500","havaittu, yli määritysrajan","","14984","220896","44792"
"2022-09-26","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","","75510","434415","313814"
"2022-09-26","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","206038","289881","117748"
"2022-09-26","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","","13762","595267","257684"
"2022-09-26","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","32491","964546","411297"
"2022-09-26","Koko maa","Koko maa","","","","","401450","190271"
"2022-09-26","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","13232","339432","129863"
"2022-09-26","Taskila","Oulu","200000","havaittu, yli määritysrajan","","39246","172565","71008"
"2022-09-26","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","","58683","377713","155372"
"2022-09-26","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","54553","586836","258592"
"2022-09-26","Pått","Vaasa","69500","havaittu, yli määritysrajan","","15876","78829","35236"
"2022-09-19","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","","88086","114241","40334"
"2022-09-19","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","218008","112335","39465"
"2022-09-19","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","b","14318","113729","36242"
"2022-09-19","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","32922","147536","91200"
"2022-09-19","Koko maa","Koko maa","","","","","141819","51023"
"2022-09-19","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","13367","138369","43171"
"2022-09-19","Toikansuo","Lappeenranta","63000","havaittu, yli määritysrajan","b","11132","114031","39333"
"2022-09-19","Taskila","Oulu","200000","havaittu, yli määritysrajan","","46278","103165","35224"
"2022-09-19","Alheda","Pietarsaari","30500","havaittu, yli määritysrajan","b","7027","16904","16363"
"2022-09-19","Alakorkalo","Rovaniemi","55000","havaittu, yli määritysrajan","","10580","187006","58606"
"2022-09-19","Seinäjoen keskuspuhdistamo","Seinäjoki","55000","havaittu, yli määritysrajan","","15664","32379","9273"
"2022-09-19","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","","62081","207437","71480"
"2022-09-19","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","62220","263110","87096"
"2022-09-19","Pått","Vaasa","69500","havaittu, yli määritysrajan","","18406","55888","20633"
"2022-09-12","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","","73025","132128","162537"
"2022-09-12","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","199135","101235","74636"
"2022-09-12","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","","13654","133949","83129"
"2022-09-12","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","29803","140419","201344"
"2022-09-12","Koko maa","Koko maa","","","","","116704","100905"
"2022-09-12","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","12573","160801","96340"
"2022-09-12","Taskila","Oulu","200000","havaittu, yli määritysrajan","","40935","67842","53349"
"2022-09-12","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","","57627","92973","71325"
"2022-09-12","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","52588","176401","118723"
"2022-09-12","Pått","Vaasa","69500","havaittu, yli määritysrajan","","15996","38181","32781"
"2022-09-06","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","","74154","79674","15542"
"2022-09-05","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","193713","141679","26358"
"2022-09-05","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","a b","14185","124863","23363"
"2022-09-05","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","b","30130","202530","36195"
"2022-09-05","Koko maa","Koko maa","","","","","120304","22380"
"2022-09-05","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","13236","79979","14916"
"2022-09-05","Taskila","Oulu","200000","havaittu, yli määritysrajan","b","43092","61449","11749"
"2022-09-05","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","b","59306","142349","26065"
"2022-09-05","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","b","57404","111136","20451"
"2022-09-05","Pått","Vaasa","69500","havaittu, yli määritysrajan","","17833","92583","17456"
"2022-08-29","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","b","82642","133104","42597"
"2022-08-29","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","258615","91297","31515"
"2022-08-29","Paroinen","Hämeenlinna","66000","havaittu, yli määritysrajan","b","12306","53697","18724"
"2022-08-29","Kuhasalo","Joensuu","98000","havaittu, yli määritysrajan","b","15407","112677","38274"
"2022-08-29","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","b","31391","127050","80319"
"2022-08-29","Koko maa","Koko maa","","","","","119500","41790"
"2022-08-29","Mäkikylä","Kouvola","67107","havaittu, yli määritysrajan","b","13521","12430","5029"
"2022-08-29","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","b","12973","91144","31225"
"2022-08-29","Toikansuo","Lappeenranta","63000","havaittu, yli määritysrajan","b","9892","93269","26908"
"2022-08-29","Taskila","Oulu","200000","havaittu, yli määritysrajan","b","49080","70896","24385"
"2022-08-29","Luotsinmäki","Pori","112000","havaittu, yli määritysrajan","b","32264","5517","2892"
"2022-08-29","Alakorkalo","Rovaniemi","55000","havaittu, yli määritysrajan","b","10547","84591","27827"
"2022-08-29","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","","73262","220409","70467"
"2022-08-29","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","b","63044","164692","51446"
"2022-08-29","Pått","Vaasa","69500","havaittu, yli määritysrajan","","16130","103998","34374"
"2022-08-22","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","","78830","224095","61704"
